age,gender,employment_status,state_of_residence,total_monthly_inflow,total_monthly_outflow,transaction_frequency,salary_payment_detected,end_of_month_balance,highest_credit_amount,highest_debit_amount,gambling_transactions_count,loan_related_transactions_count,previous_loan_taken,previous_loan_amount,repayment_status,missed_payment_count,airtime_spend_per_month,data_subscription_spend,loan_defaulted
28,Male,Employed,Bauchi,388147,234168,24,Yes,246990,248327,53118,0,2,No,0,N/A,0,6811,6452,0
26,Female,Employed,Katsina,393585,283563,46,Yes,217372,224743,160954,0,1,No,0,N/A,0,3761,7759,0
31,Male,Unemployed,Bauchi,14631,11027,23,No,47351,4900,5194,2,2,No,0,N/A,0,3025,1923,1
38,Male,Employed,Oyo,411899,228761,39,Yes,286576,220432,125688,1,0,Yes,1982879,On-time,0,8128,5474,0
31,Male,Employed,Borno,394584,249539,60,Yes,227643,221069,115325,0,0,No,0,N/A,0,7301,3112,0
41,Male,Employed,Akwa Ibom,80000,53749,17,Yes,91227,49610,29615,0,0,No,0,N/A,0,5648,4507,0
31,Female,Self-employed,Lagos,290415,165320,31,No,300315,128285,78477,0,0,No,0,N/A,0,1802,7062,0
34,Female,Self-employed,Kano,440210,378612,25,No,87164,265559,167234,0,1,Yes,2260826,Late,1,719,3356,0
18,Female,Unemployed,Osun,10000,10000,8,No,37337,4068,2787,0,2,No,0,N/A,0,1151,3630,1
47,Male,Self-employed,Kwara,584619,433031,5,No,163596,432741,161732,1,3,Yes,1789207,On-time,1,3995,3369,1
30,Female,Employed,Delta,219811,123765,43,Yes,261977,170042,31482,0,0,No,0,N/A,0,1008,4963,0
39,Female,Employed,Delta,416347,263727,23,Yes,198510,126827,137998,0,1,No,0,N/A,0,4771,1470,0
32,Female,Self-employed,Enugu,175939,131002,31,No,58399,90434,60694,0,0,No,0,N/A,0,8882,6311,0
25,Male,Employed,Katsina,729489,533967,20,Yes,364630,336651,157467,0,1,Yes,1687430,On-time,0,7386,5092,0
31,Male,Employed,Edo,477527,361917,44,No,150495,245112,201098,2,4,Yes,2495617,Late,1,7866,5770,1
21,Male,Self-employed,Imo,477063,354941,22,No,144605,349622,173839,0,1,No,0,N/A,0,1300,3634,0
33,Male,Self-employed,Kano,379183,213486,23,No,267447,186910,126561,0,0,No,0,N/A,0,2542,4432,0
26,Female,Employed,Abuja,128560,78159,62,Yes,80108,71771,31411,0,0,No,0,N/A,0,1511,6349,0
35,Female,Unemployed,Anambra,38393,28486,18,No,37041,11894,13347,1,3,No,0,N/A,0,5893,5165,1
37,Male,Self-employed,Bauchi,213903,128264,39,Yes,136266,91413,39158,0,1,Yes,808806,On-time,0,5185,4648,0
34,Female,Unemployed,Ogun,32958,35082,28,No,0,20744,14965,2,1,Yes,110698,On-time,1,7501,4905,0
30,Male,Employed,Anambra,414852,252777,24,Yes,254713,152866,101795,0,0,Yes,677339,On-time,1,7178,4577,0
42,Female,Employed,Imo,306951,212399,52,Yes,121843,110949,59732,1,0,No,0,N/A,0,6211,4059,0
23,Female,Self-employed,Katsina,402013,236910,59,No,288972,189401,55330,0,0,No,0,N/A,0,6019,1005,0
38,Female,Employed,Bauchi,226129,176864,16,Yes,86683,125675,102125,1,1,No,0,N/A,0,4007,3225,1
27,Female,Employed,Bauchi,364511,317389,26,Yes,63008,269062,65895,0,0,Yes,1699449,Late,2,4390,6612,1
42,Male,Employed,Borno,341235,240843,47,No,136433,184580,60147,1,2,No,0,N/A,0,7824,8492,0
35,Female,Employed,Rivers,398149,200344,50,Yes,342946,202657,85391,1,0,Yes,1690302,On-time,0,5307,4295,0
39,Female,Employed,Kwara,181082,134518,12,Yes,77894,94426,28742,2,0,Yes,470498,On-time,2,5176,7887,1
25,Male,Employed,Kano,255373,145081,30,Yes,280013,201804,57675,0,0,Yes,267759,On-time,0,3169,2480,0
38,Female,Employed,Abuja,325930,237324,42,Yes,249099,220888,105060,0,0,No,0,N/A,0,6918,9021,0
27,Male,Employed,Abuja,415673,308898,39,Yes,115546,225064,125298,2,1,Yes,2139015,Late,0,8097,500,1
36,Female,Employed,Bauchi,520607,280802,40,Yes,366784,310701,74601,0,0,No,0,N/A,0,1271,3404,0
30,Male,Employed,Oyo,590803,423960,53,Yes,212052,292230,137934,2,1,Yes,1956625,On-time,1,6007,4089,1
40,Female,Unemployed,Kano,70585,76422,41,No,0,41537,23676,2,2,No,0,N/A,0,500,7308,1
39,Female,Self-employed,Abuja,339117,241889,50,No,164855,189821,91969,2,0,No,0,N/A,0,4059,4226,1
41,Male,Employed,Ogun,422857,301645,59,Yes,131452,252968,93507,1,1,Yes,591249,On-time,2,7211,500,1
19,Female,Self-employed,Abuja,50000,42548,52,No,41643,30936,17928,4,3,Yes,52847,On-time,2,2131,9442,1
47,Female,Employed,Lagos,260475,207159,18,Yes,71638,145205,55134,0,0,No,0,N/A,0,7538,5598,0
32,Female,Self-employed,Kwara,50000,32227,19,No,127436,29488,10140,0,0,Yes,141739,On-time,0,3559,4617,0
42,Male,Self-employed,Edo,393980,314001,29,Yes,98729,220163,110774,0,2,No,0,N/A,0,2041,5490,0
28,Male,Employed,Katsina,509188,312421,28,Yes,346287,180113,168222,0,1,No,0,N/A,0,2319,7061,0
31,Male,Employed,Rivers,278324,166801,34,Yes,234360,216135,67837,0,0,No,0,N/A,0,4386,8929,0
32,Male,Self-employed,Lagos,386619,337064,36,No,64831,158535,94536,4,4,Yes,2169897,On-time,2,4821,6581,1
42,Male,Employed,Rivers,102212,81872,31,Yes,26712,37399,45409,1,1,Yes,486365,Late,1,5179,500,0
25,Female,Employed,Delta,452985,382555,46,Yes,84632,212443,148407,2,3,No,0,N/A,0,6335,2674,0
40,Male,Self-employed,Osun,329002,183079,34,No,276111,169925,41817,0,0,No,0,N/A,0,7795,4658,0
25,Female,Employed,Akwa Ibom,277451,300796,31,Yes,0,163197,155451,2,5,Yes,727356,Late,2,2601,6243,1
33,Male,Employed,Enugu,264895,272669,44,Yes,0,149370,113433,2,2,Yes,875522,On-time,0,3433,500,0
33,Male,Employed,Lagos,337715,224364,49,Yes,294463,167667,131186,0,0,No,0,N/A,0,7550,562,0
20,Male,Self-employed,Imo,426390,342887,22,No,100588,293485,144317,0,0,Yes,1835553,On-time,0,3572,500,1
23,Male,Employed,Rivers,610949,368256,36,Yes,326616,307663,133926,0,0,No,0,N/A,0,8053,11179,0
26,Female,Self-employed,Rivers,50000,44076,34,No,4539,30123,20442,3,4,Yes,150448,Late,0,4490,7180,1
37,Male,Employed,Katsina,311442,176818,39,Yes,206036,135618,95864,0,0,No,0,N/A,0,2292,3070,0
37,Male,Unemployed,Katsina,56470,44377,35,No,35447,20158,20877,1,1,No,0,N/A,0,6113,7900,1
35,Male,Employed,Akwa Ibom,337536,276731,44,Yes,87240,258695,63768,1,1,No,0,N/A,0,7967,5035,0
35,Female,Self-employed,Ogun,253514,128243,25,No,204565,144106,72369,0,1,Yes,1326580,On-time,0,5745,12278,0
31,Male,Employed,Kano,325814,235425,45,Yes,179499,217776,91904,0,0,No,0,N/A,0,7373,4009,0
18,Male,Self-employed,Borno,278386,233285,20,Yes,65164,180322,111849,0,4,Yes,1258215,On-time,0,5726,4953,0
35,Female,Self-employed,Kano,167335,144005,20,No,14389,70994,46320,3,5,Yes,812256,Late,1,1705,2693,1
28,Female,Unemployed,Kwara,55978,54675,18,No,838,34518,28665,3,2,Yes,68503,Late,4,1899,2083,1
30,Male,Unemployed,Plateau,66717,44428,5,No,110887,44015,14859,0,0,Yes,163551,On-time,0,3155,5109,0
55,Male,Self-employed,Anambra,295788,154410,37,No,313715,197039,68616,0,0,Yes,1508952,On-time,0,1248,3579,1
32,Male,Employed,Imo,705393,519998,55,Yes,367799,520480,270693,0,0,No,0,N/A,0,3926,500,0
24,Female,Employed,Rivers,260054,146437,41,Yes,265336,99436,49868,0,1,No,0,N/A,0,2355,1137,0
21,Male,Employed,Cross River,212678,223578,36,Yes,0,132767,109588,2,3,Yes,435629,Late,3,4540,7684,1
33,Female,Self-employed,Delta,168925,177779,18,Yes,0,115357,66930,1,3,Yes,774078,On-time,3,1428,3483,1
39,Female,Self-employed,Borno,209181,174624,6,No,63924,150968,88132,0,1,No,0,N/A,0,5144,6191,0
35,Female,Self-employed,Plateau,223718,160876,23,No,119139,75867,82890,0,2,No,0,N/A,0,3367,5943,0
35,Female,Self-employed,Plateau,510903,309000,36,No,256821,226036,124238,0,0,No,0,N/A,0,6777,5427,1
37,Female,Employed,Osun,255478,181392,43,Yes,118399,86294,54177,2,0,Yes,1143671,On-time,0,5967,4289,0
25,Female,Employed,Rivers,444526,319680,5,Yes,309093,192473,123030,0,0,No,0,N/A,0,5266,5207,0
20,Male,Self-employed,Kaduna,118600,59969,5,No,202277,53014,25424,0,1,No,0,N/A,0,2269,3447,1
33,Female,Employed,Delta,139207,87296,37,Yes,100239,88464,43785,0,0,No,0,N/A,0,3836,2033,0
26,Male,Unemployed,Ogun,66033,64670,9,No,1038,37938,28015,4,3,No,0,N/A,0,5132,4628,1
40,Male,Unemployed,Borno,53115,37561,52,No,183673,20950,18046,1,1,No,0,N/A,0,1955,1829,0
48,Female,Unemployed,Katsina,35365,30984,43,No,1834,17327,12094,4,1,Yes,43246,Late,1,1638,1544,1
31,Male,Self-employed,Edo,221852,158592,29,No,129385,108729,86989,1,0,No,0,N/A,0,1527,8823,1
38,Female,Self-employed,Bauchi,50000,48312,37,No,1088,37099,13662,2,3,Yes,279548,Late,2,3279,6867,1
36,Female,Self-employed,Kwara,284052,201301,5,Yes,103432,110663,92362,0,4,No,0,N/A,0,3157,500,0
19,Female,Employed,Rivers,363086,248352,12,Yes,234965,277583,87218,0,0,No,0,N/A,0,2258,4769,0
18,Male,Employed,Enugu,373976,301597,16,Yes,80793,242750,135570,1,0,Yes,727415,Late,0,7565,4257,1
20,Female,Employed,Anambra,497809,365778,11,Yes,272945,167947,140558,0,0,No,0,N/A,0,6031,3789,0
31,Female,Employed,Anambra,539127,274117,44,Yes,391778,212074,92755,0,1,Yes,1477123,On-time,0,500,3853,0
19,Female,Self-employed,Cross River,530259,560315,54,No,0,292902,268299,3,2,Yes,2086093,On-time,0,4684,10751,1
39,Female,Self-employed,Katsina,433936,270795,38,No,331591,217435,65250,0,0,No,0,N/A,0,934,1614,0
32,Female,Self-employed,Katsina,345340,251719,9,No,104648,266566,131317,2,2,Yes,657276,On-time,1,530,1632,1
29,Male,Self-employed,Abuja,348130,271324,26,Yes,93637,169800,108286,1,0,No,0,N/A,0,1573,2787,0
39,Female,Employed,Bauchi,258369,132020,42,Yes,264014,177491,69380,0,1,No,0,N/A,0,1092,4903,0
25,Male,Self-employed,Rivers,346763,182429,31,No,361217,253179,86682,0,0,Yes,1974381,On-time,0,2307,6823,0
26,Male,Employed,Imo,567041,440754,25,Yes,146150,338907,241921,0,0,Yes,701949,On-time,2,1830,3909,0
18,Female,Employed,Abuja,163462,89859,49,Yes,262146,50552,33707,0,1,No,0,N/A,0,3971,3747,0
25,Female,Employed,Oyo,301888,201681,20,Yes,261038,170680,87919,0,0,Yes,604706,On-time,0,2395,3486,0
37,Male,Self-employed,Kwara,769944,566861,47,No,258285,478010,298681,0,0,Yes,2926716,On-time,0,2278,2336,0
28,Male,Employed,Osun,315007,212478,57,Yes,192360,119688,76334,0,0,Yes,1228476,Late,0,500,5268,1
30,Male,Self-employed,Kano,450156,287418,26,No,263842,199312,91748,0,2,Yes,1312433,On-time,0,500,1457,0
27,Female,Employed,Kaduna,121592,83396,39,Yes,153953,85663,42723,0,0,No,0,N/A,0,5398,2227,0
26,Female,Employed,Cross River,80000,51098,24,Yes,82749,58386,15487,0,0,Yes,170571,On-time,0,3570,500,0
30,Male,Employed,Abuja,429917,297727,22,Yes,235409,282474,147188,0,2,Yes,727152,On-time,1,2878,3415,0
40,Male,Unemployed,Imo,81118,66591,47,No,50413,25079,21622,1,2,No,0,N/A,0,1737,7662,1
30,Male,Self-employed,Akwa Ibom,244820,176587,43,No,95366,167514,50973,1,0,Yes,574702,Late,1,4665,1000,1
49,Male,Employed,Oyo,544872,597455,45,Yes,0,372154,200458,5,2,Yes,1023341,Late,3,6724,3906,1
32,Female,Employed,Imo,118058,70621,54,Yes,192652,90779,29444,0,1,No,0,N/A,0,3541,5449,0
29,Male,Self-employed,Enugu,217960,123395,35,Yes,207090,127849,70372,0,0,No,0,N/A,0,1889,10397,0
32,Female,Employed,Akwa Ibom,446256,311227,63,Yes,288013,273378,185040,1,0,Yes,1636844,On-time,0,5620,2825,0
43,Male,Employed,Delta,206591,122116,69,Yes,168015,127711,61120,0,0,No,0,N/A,0,1948,6821,0
38,Female,Employed,Ogun,739823,512537,9,Yes,366313,373368,286080,0,0,No,0,N/A,0,3419,6332,0
33,Male,Employed,Abuja,506008,267602,19,Yes,331631,366342,92874,0,0,No,0,N/A,0,4215,12820,0
32,Female,Self-employed,Oyo,299112,214091,25,No,191669,101477,90820,0,0,No,0,N/A,0,2149,3649,0
25,Male,Employed,Bauchi,148926,131376,30,Yes,30406,65978,53435,2,2,No,0,N/A,0,2332,2960,0
27,Male,Employed,Delta,325916,221677,26,Yes,224104,166685,94501,0,0,Yes,921448,On-time,0,5442,5958,1
31,Female,Unemployed,Borno,91454,79662,20,No,8324,60309,39181,2,2,Yes,137291,Late,3,5925,8496,1
33,Male,Employed,Delta,378668,408710,17,Yes,0,273578,81781,6,1,No,0,N/A,0,5283,4189,1
37,Male,Unemployed,Kwara,81104,71422,33,No,3931,25529,26681,4,2,Yes,193770,Late,2,4559,7958,1
31,Male,Employed,Abuja,332360,299091,21,Yes,75854,248183,158306,2,2,No,0,N/A,0,3560,4040,0
22,Female,Employed,Kwara,467608,485051,40,Yes,0,152884,99373,3,3,Yes,2013842,On-time,0,1998,2434,1
38,Female,Employed,Plateau,80000,78248,43,Yes,1114,39485,23515,5,1,Yes,146480,Late,3,6547,2621,1
34,Female,Self-employed,Oyo,366135,235304,13,No,237998,210523,93348,0,0,No,0,N/A,0,7417,6557,0
19,Male,Self-employed,Rivers,263995,144289,24,No,227068,188779,83722,0,0,No,0,N/A,0,1168,8903,0
21,Male,Employed,Katsina,80000,45867,44,Yes,60148,56632,17436,0,0,Yes,210053,On-time,0,6660,4638,0
38,Female,Employed,Katsina,126820,68994,18,Yes,187134,68268,37690,0,0,No,0,N/A,0,4171,4164,0
26,Male,Unemployed,Borno,70051,62034,43,No,27986,38640,12756,0,0,Yes,72487,On-time,0,3261,4279,0
38,Male,Employed,Kaduna,395112,329699,46,Yes,70653,313100,181708,3,2,No,0,N/A,0,4598,7227,1
30,Female,Employed,Edo,428796,308710,8,Yes,166574,158819,89513,3,0,Yes,1625424,Late,1,5216,9037,1
20,Female,Employed,Imo,321545,202969,47,Yes,224459,168429,103529,0,0,No,0,N/A,0,500,5864,0
25,Male,Self-employed,Edo,354081,237341,20,No,272127,195377,132346,0,1,Yes,2011786,On-time,0,5018,8461,0
26,Female,Unemployed,Lagos,40068,35888,33,No,35659,23178,16591,1,2,Yes,139641,Late,3,4182,3858,1
24,Male,Unemployed,Edo,36595,33130,46,No,1319,17785,17850,3,3,Yes,188082,Late,3,6677,500,1
27,Female,Unemployed,Ogun,65504,61209,35,No,2798,26941,18636,6,4,No,0,N/A,0,500,5398,1
29,Male,Unemployed,Oyo,32597,23937,34,No,18274,19763,5689,2,2,No,0,N/A,0,4918,4116,1
27,Male,Self-employed,Borno,274807,195578,54,No,207362,176128,116838,2,0,No,0,N/A,0,5221,1044,0
37,Male,Employed,Anambra,480266,306581,63,Yes,199419,256774,174704,0,0,No,0,N/A,0,7288,956,0
34,Male,Employed,Oyo,522805,312556,35,Yes,390213,219637,97544,0,0,No,0,N/A,0,1117,3675,0
18,Female,Employed,Kwara,379694,312572,53,Yes,93466,188264,176975,0,0,Yes,618165,Late,0,500,2147,0
39,Female,Self-employed,Rivers,74450,59755,35,No,30603,29196,13500,2,4,Yes,358347,On-time,0,7851,1690,1
20,Male,Employed,Ogun,80000,47519,25,Yes,167689,43791,25643,1,0,Yes,429880,On-time,0,3595,4450,1
28,Male,Self-employed,Akwa Ibom,451571,248529,46,No,265196,253166,66814,0,0,No,0,N/A,0,1839,1467,0
32,Female,Employed,Enugu,269303,190044,41,Yes,112579,212208,63186,2,1,No,0,N/A,0,4366,2025,0
39,Female,Employed,Ogun,124542,79142,49,Yes,81824,79641,38782,0,1,No,0,N/A,0,4068,3912,0
39,Male,Employed,Imo,257245,206443,23,Yes,70679,187854,80410,1,2,Yes,1285683,On-time,3,6878,6274,1
32,Male,Self-employed,Borno,343541,255182,9,No,114757,157715,78259,0,2,No,0,N/A,0,5320,4557,0
28,Female,Self-employed,Kwara,474529,247229,35,No,369974,303724,115612,0,0,Yes,2710354,On-time,0,500,2963,0
18,Male,Employed,Ogun,176387,131375,5,Yes,80965,134250,51511,0,1,Yes,726487,On-time,0,3101,8188,0
30,Male,Employed,Edo,449576,317954,32,Yes,171241,159177,118007,0,0,Yes,671345,On-time,0,1971,6016,0
35,Male,Self-employed,Edo,485245,386646,17,No,147621,357650,132862,0,4,Yes,595605,Late,3,3594,5523,1
18,Female,Employed,Enugu,391897,226269,32,No,361382,172681,131546,0,0,No,0,N/A,0,4200,4358,1
20,Male,Employed,Katsina,459225,251518,20,Yes,327218,195915,146445,1,0,Yes,524965,On-time,0,2739,2797,0
18,Male,Employed,Lagos,512675,431883,34,Yes,111890,176617,206265,0,0,Yes,939257,On-time,1,2622,7366,0
45,Female,Self-employed,Plateau,80413,82519,38,No,0,41597,32614,0,3,Yes,453297,Late,3,500,13978,1
44,Female,Self-employed,Bauchi,144423,100597,33,No,131676,50574,45621,0,0,No,0,N/A,0,3058,8363,0
36,Male,Self-employed,Delta,416265,333280,31,Yes,108900,332494,132445,2,1,No,0,N/A,0,4107,1021,0
37,Male,Employed,Kano,452350,413246,49,Yes,28586,337779,114742,0,3,No,0,N/A,0,4215,7994,1
36,Female,Employed,Edo,680970,426055,36,Yes,363441,262782,132709,1,0,No,0,N/A,0,3203,3660,0
43,Female,Self-employed,Bauchi,86010,60071,40,No,187275,36008,18950,0,0,No,0,N/A,0,2986,5719,0
33,Male,Self-employed,Enugu,240268,197069,15,No,62930,165898,105664,4,1,Yes,629033,On-time,0,3489,5744,1
36,Female,Self-employed,Oyo,441117,260610,34,No,252194,242776,99651,0,0,No,0,N/A,0,6608,1858,0
30,Female,Employed,Osun,237218,158763,58,Yes,184131,189035,78041,0,0,No,0,N/A,0,728,4192,0
41,Female,Employed,Plateau,457449,288793,85,Yes,363981,345706,76439,0,0,No,0,N/A,0,1807,500,0
18,Male,Self-employed,Abuja,748748,651862,48,No,138152,274120,316521,0,4,Yes,2378907,On-time,1,3621,4740,1
22,Male,Employed,Abuja,475472,329203,18,Yes,210331,154397,177605,0,0,Yes,499149,On-time,1,4342,6761,1
29,Female,Self-employed,Kaduna,335982,181980,19,No,269155,199928,58091,0,1,Yes,394887,On-time,0,2271,8406,0
31,Male,Unemployed,Imo,84200,70947,5,No,30560,30378,29969,1,2,No,0,N/A,0,2732,500,0
43,Female,Employed,Borno,470740,322432,67,Yes,295376,266954,152046,1,0,No,0,N/A,0,3625,8097,0
26,Female,Employed,Kano,241764,174802,37,Yes,92502,162996,88015,0,0,No,0,N/A,0,1151,10734,0
28,Female,Employed,Akwa Ibom,214601,154708,75,Yes,92455,143563,78423,1,1,Yes,1186070,On-time,0,5102,4669,0
32,Female,Self-employed,Rivers,239428,227570,17,No,6970,141667,113783,5,1,Yes,849837,On-time,2,3679,4269,1
29,Male,Employed,Osun,317720,232612,52,Yes,211361,195398,125184,0,0,Yes,789216,Late,0,5447,4220,0
36,Male,Employed,Lagos,347795,343781,38,Yes,2267,160287,79072,3,3,Yes,1905310,On-time,0,3247,5948,1
27,Male,Self-employed,Cross River,50000,43597,26,No,42911,28693,19349,1,4,No,0,N/A,0,3886,2328,0
27,Male,Self-employed,Osun,397942,239138,38,No,216198,248464,131161,1,0,Yes,1886879,On-time,0,4215,8268,0
38,Male,Self-employed,Ogun,70263,44112,10,No,213384,51794,11196,0,1,No,0,N/A,0,3073,1804,0
35,Male,Employed,Katsina,498931,314975,41,Yes,241454,280570,132929,0,0,Yes,2351106,Late,0,2821,1239,0
34,Female,Employed,Edo,586122,498298,29,Yes,104773,343429,277911,0,0,Yes,1978741,On-time,2,4886,5546,1
48,Male,Employed,Oyo,80000,58691,52,Yes,119090,45552,22211,1,0,No,0,N/A,0,1687,12624,0
22,Female,Employed,Kaduna,472555,247996,19,Yes,408158,192571,69894,0,1,No,0,N/A,0,4895,5973,0
38,Male,Employed,Kaduna,319383,284528,7,Yes,50985,212652,106919,1,0,No,0,N/A,0,3199,500,0
33,Female,Employed,Kaduna,382164,268419,32,Yes,307959,205965,131782,1,0,Yes,1090525,On-time,0,3526,1065,0
23,Female,Self-employed,Oyo,399760,332775,68,No,77213,230865,104785,0,2,No,0,N/A,0,2228,3125,1
35,Male,Employed,Osun,501095,337457,35,Yes,254671,243649,129007,0,1,Yes,944667,On-time,0,1205,9135,0
33,Female,Employed,Enugu,111642,61680,54,Yes,209669,60644,17881,0,1,Yes,220590,On-time,0,4956,3268,0
47,Male,Employed,Plateau,682149,490662,14,Yes,367681,358495,101148,0,1,No,0,N/A,0,7825,1025,0
37,Male,Employed,Kwara,412564,225120,20,Yes,342538,193716,108948,0,0,Yes,511302,On-time,0,7262,2800,0
27,Male,Employed,Ogun,529444,311518,61,Yes,324767,316964,121175,0,0,No,0,N/A,0,2815,10313,0
24,Female,Self-employed,Delta,420253,231398,44,No,381482,231644,131154,0,1,Yes,1905354,On-time,0,3135,5695,1
29,Male,Employed,Imo,254858,179632,51,Yes,118751,98550,60419,0,0,Yes,775389,On-time,0,6447,2893,0
34,Male,Self-employed,Oyo,233802,181075,27,No,92664,139805,82886,1,0,Yes,1119338,Late,0,5277,10092,1
19,Female,Employed,Ogun,301882,241145,14,No,68221,234658,60631,2,2,Yes,1354637,On-time,0,3083,5018,0
31,Female,Employed,Edo,302493,276435,21,Yes,14419,236913,118861,0,1,Yes,1648482,Late,4,3295,11444,1
41,Male,Unemployed,Anambra,47963,34809,45,No,56643,28475,19341,0,1,No,0,N/A,0,500,5054,0
32,Female,Employed,Borno,416875,350902,9,Yes,77022,294744,155254,1,2,No,0,N/A,0,3710,6217,0
24,Female,Unemployed,Delta,10000,10000,41,No,0,5926,3123,0,4,Yes,55511,Late,2,3053,500,1
38,Female,Employed,Ogun,322852,167945,44,Yes,244619,193743,68095,1,1,No,0,N/A,0,3365,5416,0
36,Female,Employed,Oyo,540913,291131,11,Yes,281692,220675,73115,0,0,Yes,1385835,On-time,1,9171,6257,0
51,Female,Self-employed,Imo,50000,39738,61,No,33915,36054,11603,2,1,Yes,51430,On-time,1,1733,6728,1
40,Female,Self-employed,Enugu,451200,369525,20,No,101292,141083,184784,0,2,Yes,935684,On-time,2,3432,8571,0
23,Male,Employed,Kwara,299070,165153,49,Yes,293443,154481,45717,0,1,No,0,N/A,0,7030,8439,0
29,Female,Employed,Oyo,541202,278466,17,Yes,449976,222575,167043,0,0,Yes,1005344,On-time,0,2559,7121,0
23,Female,Employed,Anambra,425766,370668,61,Yes,74275,239210,146098,0,1,Yes,1179171,Late,0,4493,1624,0
46,Female,Employed,Kaduna,434428,243998,32,Yes,330734,291099,92536,0,0,Yes,2470865,On-time,0,3400,10055,0
40,Male,Self-employed,Oyo,454571,267843,38,Yes,260707,184973,57616,0,0,Yes,552335,On-time,0,4769,7395,0
23,Male,Employed,Bauchi,339883,243900,52,Yes,180683,259450,116940,0,2,No,0,N/A,0,4847,500,0
48,Male,Self-employed,Ogun,50000,25654,47,No,215104,31037,14129,0,0,No,0,N/A,0,1757,9140,0
50,Male,Employed,Bauchi,426580,255721,38,Yes,362401,277870,55440,0,0,No,0,N/A,0,3930,7717,0
20,Male,Self-employed,Edo,261313,184952,17,Yes,99147,114052,37171,1,0,No,0,N/A,0,7184,3236,0
34,Male,Self-employed,Ogun,593976,434243,44,No,307963,287595,210699,1,1,Yes,713597,On-time,0,1185,500,0
30,Male,Employed,Osun,513364,455574,9,Yes,70306,338215,228694,3,3,Yes,741748,On-time,1,4555,5960,1
19,Female,Employed,Abuja,823665,620659,48,Yes,249027,398762,135440,0,0,No,0,N/A,0,4585,500,0
33,Female,Employed,Oyo,381070,342669,31,Yes,58230,187033,153246,3,0,No,0,N/A,0,2497,9560,1
39,Female,Self-employed,Oyo,649224,578173,24,No,111805,207755,192487,0,1,No,0,N/A,0,500,4068,1
42,Female,Employed,Oyo,442862,461309,29,Yes,0,295416,111466,1,2,Yes,2190691,Late,4,500,5858,1
43,Female,Employed,Akwa Ibom,628621,550245,8,Yes,125145,354795,275959,0,1,Yes,2009397,Late,0,2423,6970,0
22,Male,Self-employed,Edo,218199,172287,52,No,89219,150083,54315,0,0,No,0,N/A,0,6367,1506,0
18,Male,Unemployed,Ogun,78880,80618,30,No,0,53914,46499,0,2,No,0,N/A,0,5358,2869,1
22,Male,Self-employed,Kwara,291381,225402,30,No,89683,208634,73015,0,0,Yes,1665313,Late,0,5041,1925,1
35,Male,Employed,Edo,490642,418204,27,Yes,92247,278183,93958,0,1,Yes,1002739,Late,0,2266,4910,1
35,Male,Employed,Akwa Ibom,371638,273191,39,Yes,218259,223023,161398,0,1,No,0,N/A,0,3463,5243,0
28,Male,Employed,Cross River,407123,271887,55,Yes,333470,140592,126943,0,0,Yes,984011,On-time,1,6485,9853,0
34,Female,Employed,Plateau,208727,118201,39,Yes,260870,96754,46715,0,1,No,0,N/A,0,7018,500,0
28,Male,Employed,Delta,356871,266106,36,Yes,96881,175540,68287,4,1,No,0,N/A,0,5937,8795,0
34,Female,Employed,Kwara,233198,142325,62,Yes,122686,116767,72007,2,0,Yes,1300284,On-time,0,793,500,1
31,Female,Self-employed,Anambra,203352,174718,10,No,61070,72249,78814,0,0,Yes,393228,Late,0,10299,8316,1
21,Male,Employed,Enugu,210271,151092,23,Yes,109960,107855,41530,0,0,No,0,N/A,0,3710,9625,0
29,Female,Self-employed,Ogun,311627,320809,52,No,0,233991,106317,4,0,Yes,1795674,Late,0,3863,4209,1
31,Female,Employed,Osun,209625,136901,18,Yes,171623,139058,76385,0,0,No,0,N/A,0,1884,6870,0
24,Male,Employed,Ogun,203506,108813,37,Yes,168698,89710,48062,0,1,No,0,N/A,0,5129,7053,0
31,Male,Employed,Akwa Ibom,316546,281554,39,Yes,55395,164659,135947,3,0,Yes,1246667,Late,0,5116,500,1
32,Female,Self-employed,Kano,348078,258555,22,No,114001,138825,108436,0,2,Yes,550056,On-time,2,3267,5530,0
20,Male,Employed,Oyo,444031,394728,34,Yes,89385,266885,150779,1,0,Yes,1234802,Late,1,4263,6715,0
